id	Length	Description
NRRL3_07283	1077	galactitol dehydrogenase LadB
NRRL3_07284	480	alcohol dehydrogenase domain-containing protein
NRRL3_07285	1425	major facilitator superfamily protein
NRRL3_07286	654	glutathione S-transferase
NRRL3_07287	1050	polyprenyl synthetase-like protein
NRRL3_07288	1533	major facilitator superfamily protein
NRRL3_07289	768	dehydrogenase
NRRL3_07290	2058	fungal-specific transcription factor GalX, D-galactose catabolism
NRRL3_07291	1032	alcohol dehydrogenase domain-containing protein
NRRL3_07292	1659	non-catalytic hexokinase-like protein
NRRL3_07293	1431	taurine dioxygenase TauD/TfdA domain-containing protein
NRRL3_07294	1407	major facilitator superfamily, sugar/inositol transporter-like protein
NRRL3_07295	1620	major facilitator superfamily protein
NRRL3_07296	1191	replication factor C subunit 3
NRRL3_07297	567	actin-related protein 2/3 complex subunit 3
NRRL3_07298	1758	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit Trm6
NRRL3_07299	2682	MINDY deubiquitinase-like protein
NRRL3_07300	2616	calcium permeable stress-gated cation channel 1, N-terminal transmembrane domain-containing protein
NRRL3_07301	1077	acetylglucosaminyltransferase, involved in glycosylphosphatidylinositol anchor synthesis
NRRL3_07302	2490	striatin domain-containing protein
NRRL3_07303	678	medial ring component Blt1 N-terminal domain-containing protein
NRRL3_07304	2289	RNA (C5-cytosine) methyltransferase Nop2-like protein
NRRL3_07305	3825	deoxyhypusine synthase-like protein
NRRL3_07306	1128	deoxyhypusine synthase
NRRL3_07307	6357	SANT domain-containing protein
NRRL3_07308	1017	HNH nuclease domain-containing protein
NRRL3_07309	1923	DNA photolyase, N-terminal domain-containing protein
NRRL3_07310	1065	nucleoside phosphorylase domain-containing protein
NRRL3_07311	1725	P-loop containing nucleoside triphosphate hydrolase domain-containing protein
NRRL3_07312	3381	ABC transporter type 1, transmembrane domain-containing protein
NRRL3_07313	2061	fungal-specific transcription factor
NRRL3_07314	1890	fungal-specific transcription factor
NRRL3_07315	2088	fungal-specific transcription factor
NRRL3_07316	741	hypothetical protein
NRRL3_07317	1290	fungal-specific transcription factor
NRRL3_07318	384	hypothetical protein
NRRL3_07319	2145	von Willebrand factor A domain-containing protein
NRRL3_07320	237	4F5 family protein, zinc-binding
NRRL3_07321	417	glyoxalase/fosfomycin resistance/dioxygenase domain-containing protein
NRRL3_07322	1440	major facilitator superfamily protein
NRRL3_07323	1056	hypothetical protein
NRRL3_07324	1821	thiamine pyrophosphate enzyme domain-containing protein
NRRL3_07325	600	uncharacterized protein
NRRL3_07326	1059	hypothetical protein
NRRL3_07327	1314	FAD-binding domain-containing protein
NRRL3_07328	1005	hypothetical protein
NRRL3_07329	1575	major facilitator superfamily protein
NRRL3_07330	1209	COMT-type O-methyltransferase family protein
NRRL3_07331	1032	hypothetical protein
NRRL3_07332	2073	zinc finger domain-containing protein, C2H2-type
NRRL3_07333	2748	nucleoside phosphorylase domain-containing protein
NRRL3_07334	1053	hypothetical protein
NRRL3_07335	1593	amino acid/polyamine transporter I family protein
NRRL3_07336	990	arylamine N-acetyltransferase-like protein
NRRL3_07337	1227	hypothetical protein
NRRL3_07338	2421	ferric reductase domain-containing protein
NRRL3_07339	1104	plasma membrane iron permease
NRRL3_07340	1437	hypothetical protein
NRRL3_07341	1611	fungal-specific transcription factor
NRRL3_07342	1203	epoxide hydrolase-like protein
NRRL3_07343	822	short-chain dehydrogenase/reductase family protein
NRRL3_07344	1968	fungal-specific transcription factor
NRRL3_07345	1629	major facilitator superfamily protein
NRRL3_07346	1551	phenylacetate 2-hydroxylase
NRRL3_07347	2148	fungal-specific transcription factor
NRRL3_07348	897	uncharacterized protein
NRRL3_07349	1473	major facilitator superfamily protein
NRRL3_07350	903	NmrA-like domain-containing protein
NRRL3_07351	1863	fungal-specific transcription factor
NRRL3_07352	1173	severin
NRRL3_07353	1587	major facilitator superfamily protein
NRRL3_07354	705	DJ-1/protease PfpI domain-containing protein
NRRL3_07355	501	peroxiredoxin
NRRL3_07356	1332	NADH:flavin oxidoreductase/NADH oxidase, N-terminal domain-containing protein
NRRL3_07357	1107	alpha/beta hydrolase fold-1 domain-containing protein
NRRL3_07358	1650	amidohydrolase 3 domain-containing protein
NRRL3_07359	1464	ATP-grasp domain-containing protein
NRRL3_07360	705	complex I intermediate-associated protein 30-like protein
NRRL3_07361	231	hypothetical protein
NRRL3_07362	918	uncharacterized protein
NRRL3_07363	2337	glutathione transporter
NRRL3_07364	1665	polyamine transporter
NRRL3_07365	1500	major facilitator superfamily protein
NRRL3_07366	1446	major facilitator superfamily protein
NRRL3_07367	957	Ysc84-like 1, SYLF domain-containing protein
NRRL3_07368	1983	fungal-specific transcription factor
NRRL3_07369	933	NmrA-like domain-containing protein
NRRL3_07370	1476	major facilitator superfamily protein
NRRL3_07371	1431	major facilitator superfamily protein
NRRL3_07372	849	caleosin-related protein
NRRL3_07373	1767	FAD-dependent oxidoreductase domain-containing protein
NRRL3_07374	861	protoporphyrin uptake protein
NRRL3_07375	675	hypothetical protein
NRRL3_07376	1425	FAD/NAD(P)-binding domain-containing protein
NRRL3_07377	1524	major facilitator superfamily protein
NRRL3_07378	678	chloroperoxidase domain-containing protein
NRRL3_07379	630	hypothetical protein
NRRL3_07380	3096	non-ribosomal peptide synthetase-like protein
NRRL3_07381	1014	arylacetonitrilase NitAn
NRRL3_07382	2376	alpha-L-fucosidase-like protein
NRRL3_07383	954	deoxyribonuclease TatD
NRRL3_07384	1224	FAD-binding domain-containing protein
NRRL3_07385	1371	glycosyltransferase-like protein
NRRL3_07386	1449	major facilitator superfamily protein
NRRL3_07387	900	amidohydrolase-related domain-containing protein
NRRL3_07388	960	NmrA-like domain-containing protein
NRRL3_07389	2127	fungal-specific transcription factor
NRRL3_07390	888	class II aldolase/adducin family protein
NRRL3_07391	1011	quinone oxidoreductase
NRRL3_07392	1056	alcohol dehydrogenase domain-containing protein
NRRL3_07393	1212	FAD-binding domain-containing protein
NRRL3_07394	2307	fungal-specific transcription factor
NRRL3_07395	774	hypothetical protein
NRRL3_07396	1368	amino acid transporter, transmembrane domain-containing protein
NRRL3_07397	738	hydrolase
NRRL3_07398	1386	hypothetical protein
NRRL3_07399	2079	polyprenyl synthetase-like protein
NRRL3_07400	1065	CRAL-TRIO domain-containing protein
NRRL3_07401	1155	malic acid transporter-like protein
NRRL3_07402	1854	aquaporin-like protein
NRRL3_07403	675	hypothetical protein
NRRL3_07404	1206	dTDP-4-amino-4,6-dideoxygalactose transaminase-like protein
NRRL3_07405	1170	D-xylose 1-dehydrogenase (NADP(+))
NRRL3_07406	1353	major facilitator superfamily protein
NRRL3_07406a1	345	antibiotic biosynthesis monooxygenase domain-containing protein
NRRL3_07407	1098	NAD(P)-binding domain-containing protein
NRRL3_07408	393	glutathione-dependent formaldehyde-activating enzyme/centromere protein V domain-containing protein
NRRL3_07409	1476	major facilitator superfamily protein, efflux pump
NRRL3_07410	1386	hypothetical protein
NRRL3_07411	939	alpha/beta hydrolase fold domain-containing protein
NRRL3_07412	1863	major facilitator superfamily protein
NRRL3_07413	2700	fungal-specific transcription factor
NRRL3_07414	1662	carboxylesterase family protein
NRRL3_07415	1644	major facilitator superfamily, sugar/inositol transporter-like protein
NRRL3_07416	1149	lactonase domain-containing protein
NRRL3_07417	798	alpha/beta hydrolase fold-1 domain-containing protein
NRRL3_07418	1284	extracellular membrane protein, CFEM domain-containing protein
NRRL3_07419	1005	alcohol dehydrogenase domain-containing protein
NRRL3_07421	1170	glycoside hydrolase family 43 protein
NRRL3_07422	1344	major facilitator superfamily, sugar transporter-like protein
NRRL3_07423	2616	glycoside hydrolase family 3 protein
NRRL3_07424	1050	alpha/beta hydrolase fold-3 domain-containing protein
NRRL3_07425	1965	fungal-specific transcription factor
NRRL3_07426	1242	alcohol dehydrogenase domain-containing protein
NRRL3_07427	1791	major facilitator superfamily protein
NRRL3_07428	429	YjgF/YER057c/translation inhibitor UK114 family protein
NRRL3_07429	1554	major facilitator superfamily, sugar/inositol transporter-like protein
NRRL3_07430	771	NADH:flavin oxidoreductase/NADH oxidase, N-terminal domain-containing protein
NRRL3_07431	807	PQ-loop repeat-containing protein
NRRL3_07432	864	hypothetical protein
NRRL3_07433	438	glutathione-dependent formaldehyde-activating enzyme/centromere protein V domain-containing protein
NRRL3_07433a1	1626	DDE superfamily endonuclease domain-containing protein
NRRL3_07434	393	ankyrin repeat domain-containing protein
NRRL3_07435	567	hypothetical protein
NRRL3_07436	1785	cell-wall integrity signaling Mid2 domain-containing protein
NRRL3_07437	1116	3-isopropylmalate dehydrogenase Leu2B
NRRL3_07438	258	hypothetical protein
NRRL3_07439	345	hypothetical protein
NRRL3_07440	375	hypothetical protein
NRRL3_07441	858	NAD(P)-binding domain-containing protein
NRRL3_07442	1611	major facilitator superfamily, sugar/inositol transporter-like protein
NRRL3_07443	7926	polyketide synthase
NRRL3_07444	594	serine hydrolase Fsh domain-containing protein
NRRL3_07445	1212	hypothetical protein
NRRL3_07446	1566	major facilitator superfamily protein
NRRL3_07447	846	short-chain dehydrogenase/reductase family protein
NRRL3_07448	711	carbon-nitrogen hydrolase domain-containing protein
NRRL3_07449	2055	six-bladed beta-propeller, TolB-like domain-containing protein
NRRL3_07450	675	glycoside hydrolase-like protein
NRRL3_07451	786	short-chain dehydrogenase/reductase family protein
NRRL3_07452	1116	alcohol dehydrogenase domain-containing protein
NRRL3_07453	1587	protein kinase-like domain-containing protein
NRRL3_07454	7194	alpha-1,3-glucan synthase AgsA
NRRL3_07455	1530	cytochrome P450-like protein
NRRL3_07456	1476	major facilitator superfamily, sugar transporter-like protein
NRRL3_07457	1194	F-box domain-containing protein
NRRL3_07458	621	Gcn5-related N-acetyltransferases GNAT domain-containing protein
NRRL3_07459	1365	FAD-dependent oxidoreductase domain-containing protein
NRRL3_07460	1269	aromatic-ring-hydroxylating dioxygenase domain-containing protein
NRRL3_07461	2064	fungal-specific transcription factor
NRRL3_07462	1026	alpha/beta hydrolase fold-3 domain-containing protein
NRRL3_07463	1911	fungal-specific transcription factor
NRRL3_07464	1617	folylpolyglutamate synthetase-like protein
NRRL3_07465	1548	major facilitator superfamily protein
NRRL3_07466	1767	AMP-dependent synthetase/ligase domain-containing protein
NRRL3_07467	714	nuclear transport factor 2 domain-containing protein
NRRL3_07468	1581	carboxylesterase family protein
NRRL3_07469	1221	xylogalacturonase
NRRL3_07470	984	pectin methylesterase
NRRL3_07471	729	acetate transporter
NRRL3_07472	1284	acyl-CoA dehydrogenase, C-terminal domain-containing protein
NRRL3_07473	2385	oxoglutarate/iron-dependent dioxygenase domain-containing protein
NRRL3_07474	1143	glycoside hydrolase family 76 protein
NRRL3_07475	1260	Skp1/BTB/POZ domain-containing protein
NRRL3_07476	1074	SET domain-containing protein
NRRL3_07477	1656	amino acid/polyamine transporter I family protein
NRRL3_07478	1494	uncharacterized protein
NRRL3_07479	1617	hypothetical protein
NRRL3_07480	873	aminoglycoside phosphotransferase domain-containing protein
NRRL3_07481	1653	aminoglycoside phosphotransferase domain-containing protein
NRRL3_07482	1590	major facilitator superfamily protein
NRRL3_07483	537	cell wall mannoprotein 1-like protein
NRRL3_07484	1692	flavin monooxygenase-like protein
NRRL3_07485	1608	cytochrome P450 KtnC
NRRL3_07486	5247	polyketide synthase KtnS
NRRL3_07487	1242	O-methyltransferase KtnB
NRRL3_07488	861	methyltransferase
NRRL3_07489	354	alpha-hydroxy acid dehydrogenase family protein, FMN-dependent
NRRL3_07490	933	inositol oxygenase
NRRL3_07491	459	hypothetical protein
NRRL3_07492	1059	oxidoreductase domain-containing protein
NRRL3_07493	2595	sulfatase N-terminal domain-containing protein
NRRL3_07494	1284	aminoglycoside phosphotransferase domain-containing protein
NRRL3_07495	1611	AMP-dependent synthetase/ligase domain-containing protein
NRRL3_07496	1371	amino acid transporter, transmembrane domain-containing protein
NRRL3_07497	804	short-chain dehydrogenase/reductase family protein
NRRL3_07498	2151	glycosyltransferase family 2 protein
NRRL3_07499	834	methyltransferase domain-containing protein
NRRL3_07500	1662	amino acid/polyamine transporter I family protein
NRRL3_07501	780	carbohydrate esterase family 12 protein
NRRL3_07502	3549	fungal-specific transcription factor, acetamide catabolism
NRRL3_07503	2706	U3 small nucleolar RNA-associated protein 8-like protein
NRRL3_07504	3540	AAA-type ATPase family protein
NRRL3_07505	2175	sorting nexin
NRRL3_07506	3195	sodium/hydrogen antiporter
NRRL3_07507	1482	MAP kinase signaling module component
NRRL3_07508	960	protein kinase domain-containing protein
NRRL3_07509	591	hypothetical protein
NRRL3_07510	2463	cell division control protein 48
NRRL3_07511	624	gamma-glutamylcyclotransferase domain-containing protein
NRRL3_07512	966	peroxisomal biogenesis factor 11-like protein
NRRL3_07513	1569	hypothetical protein
NRRL3_07514	705	Mpv17/peroxisomal membrane protein Pmp22 family protein
NRRL3_07515	813	NEDD8 ligase, required for cullin neddylation
NRRL3_07516	567	60S ribosome subunit biogenesis protein Nip7
NRRL3_07517	2064	nucleolar complex protein 3-like protein
NRRL3_07518	2760	hypothetical protein
NRRL3_07519	4809	immunoglobulin E-set domain-containing protein
NRRL3_07520	2772	alpha-L-rhamnosidase
NRRL3_07521	774	uncharacterized protein
NRRL3_07522	399	microtubule-associated protein CRIPT-like protein
NRRL3_07523	1008	54S ribosomal protein mL46
NRRL3_07524	1680	ribonuclease Caf1 family protein
NRRL3_07525	1317	hypothetical protein
NRRL3_07526	1314	SnoaL-like domain-containing protein
NRRL3_07527	978	mitochondrial succinate/fumarate antiporter, involved in utilization of acetate and other carbon sources
NRRL3_07528	1026	twinfilin-like protein
NRRL3_07529	327	pre-mRNA splicing factor
NRRL3_07530	954	Pinin/SDK/MemA domain-containing protein
NRRL3_07531	1011	epoxide hydrolase-like protein
NRRL3_07532	1245	saccharopine dehydrogenase, NADP binding domain-containing protein
NRRL3_07533	279	60S ribosomal protein eL43
NRRL3_07534	1878	zinc finger domain-containing protein, PHD-type and RING-type
NRRL3_07535	1656	major facilitator superfamily protein
NRRL3_07536	4485	essential protein involved in progression through mitosis
NRRL3_07537	2418	Snf5/SMARCB1/INI1 family protein
NRRL3_07538	897	endonuclease/exonuclease/phosphatase domain-containing protein
NRRL3_07539	1662	GMC oxidoreductase
NRRL3_07540	1170	hypothetical protein
NRRL3_07541	1221	peptidase M24 domain-containing protein
NRRL3_07542	2547	zinc finger domain-containing protein, PHD-type
NRRL3_07543	1248	legume-like lectin domain-containing protein
NRRL3_07544	1509	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase
NRRL3_07545	2997	chromatin remodeling WSTF/Acf1/Cbp146 domain-containing protein
NRRL3_07546	1308	mitochondrial carrier protein
NRRL3_07547	1047	pre-rRNA-processing protein
NRRL3_07548	1581	60S ribosomal export protein Nmd3
NRRL3_07549	2061	ATPase synthesis protein 25, mitochondrial
NRRL3_07550	1500	peroxisome assembly protein 12
NRRL3_07551	1611	glycoside hydrolase family 125 protein
NRRL3_07552	1344	DNA polymerase subunit Cdc27-like protein
NRRL3_07553	1275	postreplication repair E3 ubiquitin-protein ligase Rad18
